TransactionId,AccountId,TransactionDate,TransactionAmount,TransactionType,ModeOfTransactionCode,transaction_hour,day_of_week,ClientId,AccountOpenDate,Balance,MinimumBalance,avg_account_txn_amount,max_account_txn_amount,account_tenure_days,Gender,DateofBirth,Occupation,RiskCategoryId,IsPEP,is_fraud
36571256,37408,00:00.0,10,1,63,0,3,138566,00:00.0,27405.28,1000,25,50,9360,1,00:00.0,FARMER,9,NULL,0
36568786,37551,00:00.0,1000,1,63,0,3,490128,00:00.0,33057.48,1000,1000,1000,4632,1,00:00.0,FARMER,9,NULL,0
36570441,37673,00:00.0,95,1,63,0,3,382688,00:00.0,5545.29,1000,95,95,5468,1,00:00.0,NULL,4,NULL,0
36569970,37683,00:00.0,600,1,63,0,3,490469,00:00.0,3021.42,1000,500,600,4578,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36570216,37683,00:00.0,400,1,63,0,3,490469,00:00.0,3021.42,1000,500,600,4578,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36568274,38076,00:00.0,200,1,63,0,3,709599,00:00.0,30887.51,1000,200,200,3380,1,00:00.0,FARMER,9,NULL,0
36568316,38306,00:00.0,353,1,63,0,3,423003,00:00.0,4482.5,1000,353,353,6156,1,00:00.0,NULL,4,NULL,0
36569926,38675,00:00.0,10,1,63,0,3,144367,00:00.0,319754.5,1000,10,10,9233,1,00:00.0,NULL,9,NULL,0
36569814,39280,00:00.0,1000,1,63,0,3,101004,00:00.0,1028.12,1000,1000,1000,10858,1,00:00.0,NULL,9,NULL,0
36571236,39291,00:00.0,2500,0,63,0,3,205196,00:00.0,3744.72,1000,2500,2500,9828,1,00:00.0,FARMER,16,NULL,0
36569405,39559,00:00.0,21,1,63,0,3,717991,00:00.0,6009.72,1000,21,21,3889,1,00:00.0,NULL,2,NULL,0
36568433,39879,00:00.0,280,1,63,0,3,727455,00:00.0,8114.64,1000,280,280,3322,1,00:00.0,FARMER,9,NULL,0
36569519,40071,00:00.0,1000,1,63,0,3,724488,00:00.0,89110.39,1000,1000,1000,3301,1,00:00.0,FARMER,9,NULL,0
36571084,40312,00:00.0,238,1,63,0,3,310475,00:00.0,2413.26,1000,238,238,9030,1,00:00.0,NULL,12,NULL,0
36567057,40502,00:00.0,46,1,63,0,3,141433,00:00.0,1030.81,1000,46,46,9069,1,00:00.0,NULL,9,NULL,0
36567782,40729,00:00.0,1000,0,63,0,3,391406,00:00.0,5366.99,1000,455,1000,4743,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36569010,40729,00:00.0,65,1,63,0,3,391406,00:00.0,5366.99,1000,455,1000,4743,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36570829,40729,00:00.0,300,1,63,0,3,391406,00:00.0,5366.99,1000,455,1000,4743,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36566959,41079,00:00.0,3000,0,63,0,3,327854,00:00.0,5000.66,1000,1650,3000,8995,1,00:00.0,NULL,40,NULL,0
36567453,41079,00:00.0,300,1,63,0,3,327854,00:00.0,5000.66,1000,1650,3000,8995,1,00:00.0,NULL,40,NULL,0
36566582,41148,00:00.0,130,0,63,0,3,731434,00:00.0,5654.84,1000,641.1111,4500,3036,1,00:00.0,FARMER,9,NULL,0
36567409,41148,00:00.0,120,0,63,0,3,731434,00:00.0,5654.84,1000,641.1111,4500,3036,1,00:00.0,FARMER,9,NULL,0
36567672,41148,00:00.0,100,0,63,0,3,731434,00:00.0,5654.84,1000,641.1111,4500,3036,1,00:00.0,FARMER,9,NULL,0
36569060,41148,00:00.0,350,0,63,0,3,731434,00:00.0,5654.84,1000,641.1111,4500,3036,1,00:00.0,FARMER,9,NULL,0
36569689,41148,00:00.0,100,0,63,0,3,731434,00:00.0,5654.84,1000,641.1111,4500,3036,1,00:00.0,FARMER,9,NULL,0
36570238,41148,00:00.0,30,0,63,0,3,731434,00:00.0,5654.84,1000,641.1111,4500,3036,1,00:00.0,FARMER,9,NULL,0
36570652,41148,00:00.0,40,0,63,0,3,731434,00:00.0,5654.84,1000,641.1111,4500,3036,1,00:00.0,FARMER,9,NULL,0
36570789,41148,00:00.0,400,0,63,0,3,731434,00:00.0,5654.84,1000,641.1111,4500,3036,1,00:00.0,FARMER,9,NULL,0
36567322,41148,00:00.0,4500,1,63,0,3,731434,00:00.0,5654.84,1000,641.1111,4500,3036,1,00:00.0,FARMER,9,NULL,0
36570669,42244,00:00.0,85,1,63,0,3,712866,00:00.0,7900.01,1000,85,85,4184,1,00:00.0,NULL,2,NULL,0
36566627,42502,00:00.0,70,1,63,0,3,733979,00:00.0,1809.2,1000,70,70,2821,1,00:00.0,FARMER,9,NULL,0
36568870,42698,00:00.0,50,1,63,0,3,734527,00:00.0,1073.61,1000,50,50,2797,1,00:00.0,FARMER,9,NULL,0
36568505,42735,00:00.0,70,1,63,0,3,172574,00:00.0,2505.11,1000,70,70,8896,1,00:00.0,SALARIED,2,NULL,0
36570268,42775,00:00.0,7,1,63,0,3,730089,00:00.0,5266.6,1000,7,7,3051,1,00:00.0,FARMER,9,NULL,0
36568867,42843,00:00.0,600,0,63,0,3,357843,00:00.0,89898.03,1000,600,600,5142,2,00:00.0,HOUSEWIFE,1,NULL,0
36567957,43572,00:00.0,500,1,63,0,3,382796,00:00.0,6418.15,1000,500,500,3625,1,00:00.0,NULL,4,NULL,0
36569735,43586,00:00.0,108,0,63,0,3,721989,00:00.0,1949.46,1000,108,108,3623,1,00:00.0,SALARIED,2,NULL,0
36569862,43794,00:00.0,1000,1,63,0,3,358454,00:00.0,16219.34,1000,1000,1000,4896,1,00:00.0,SALARIED,2,NULL,0
36570509,44044,00:00.0,10,1,63,0,3,724240,00:00.0,1012.96,1000,10,10,3468,2,00:00.0,SALARIED,2,NULL,0
36567605,45059,00:00.0,35,1,63,0,3,738436,00:00.0,1014.14,1000,27.5,35,2493,2,00:00.0,HOUSEWIFE,1,NULL,0
36567836,45059,00:00.0,20,1,63,0,3,738436,00:00.0,1014.14,1000,27.5,35,2493,2,00:00.0,HOUSEWIFE,1,NULL,0
36567545,45203,00:00.0,500,1,63,0,3,742384,00:00.0,8790.98,1000,500,500,2080,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36567920,45284,00:00.0,80,0,63,0,3,171596,00:00.0,23860.55,1000,1573.3333,4600,8624,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36568986,45284,00:00.0,4600,0,63,0,3,171596,00:00.0,23860.55,1000,1573.3333,4600,8624,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36569289,45284,00:00.0,60,0,63,0,3,171596,00:00.0,23860.55,1000,1573.3333,4600,8624,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36570186,45284,00:00.0,150,0,63,0,3,171596,00:00.0,23860.55,1000,1573.3333,4600,8624,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36570240,45284,00:00.0,50,0,63,0,3,171596,00:00.0,23860.55,1000,1573.3333,4600,8624,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36570327,45284,00:00.0,4500,1,63,0,3,171596,00:00.0,23860.55,1000,1573.3333,4600,8624,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36570821,45432,00:00.0,213,1,63,0,3,743206,00:00.0,2136.85,1000,213,213,1995,2,00:00.0,HOUSEWIFE,1,NULL,0
36568109,45575,00:00.0,21000,1,63,0,3,90788,00:00.0,20200.7,1000,21000,21000,9373,1,00:00.0,SALARIED,2,NULL,0
36566529,45627,00:00.0,2994,0,63,0,3,647996,00:00.0,86987.9,1000,5512,11542,9369,2,00:00.0,NULL,1,NULL,0
36567804,45627,00:00.0,2000,0,63,0,3,647996,00:00.0,86987.9,1000,5512,11542,9369,2,00:00.0,NULL,1,NULL,0
36568003,45627,00:00.0,11542,0,63,0,3,647996,00:00.0,86987.9,1000,5512,11542,9369,2,00:00.0,NULL,1,NULL,0
36569885,45697,00:00.0,50,1,63,0,3,744549,00:00.0,2534.8,1000,66.6666,100,1872,1,00:00.0,TRANSPORT CONTRAC,16,NULL,0
36570013,45697,00:00.0,50,1,63,0,3,744549,00:00.0,2534.8,1000,66.6666,100,1872,1,00:00.0,TRANSPORT CONTRAC,16,NULL,0
36570187,45697,00:00.0,100,1,63,0,3,744549,00:00.0,2534.8,1000,66.6666,100,1872,1,00:00.0,TRANSPORT CONTRAC,16,NULL,0
36569283,45731,00:00.0,200,0,63,0,3,732011,00:00.0,1011.96,1000,200,200,3007,1,00:00.0,SALARIED,2,NULL,0
36569148,45765,00:00.0,50,0,63,0,3,745123,00:00.0,26564.2,1000,50,50,1820,1,00:00.0,NULL,4,NULL,0
36566961,45947,00:00.0,120,1,63,0,3,732968,00:00.0,7321.9,1000,100,120,2897,1,00:00.0,SALARIED,2,NULL,0
36570197,45947,00:00.0,80,1,63,0,3,732968,00:00.0,7321.9,1000,100,120,2897,1,00:00.0,SALARIED,2,NULL,0
36568062,45972,00:00.0,110,1,63,0,3,742897,00:00.0,6457,1000,110,110,1721,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36569164,46045,00:00.0,50,1,63,0,3,733398,00:00.0,2844.22,1000,31,50,2897,1,00:00.0,SALARIED,2,NULL,0
36569306,46045,00:00.0,12,1,63,0,3,733398,00:00.0,2844.22,1000,31,50,2897,1,00:00.0,SALARIED,2,NULL,0
36566642,46065,00:00.0,1000,1,63,0,3,732959,00:00.0,6636.86,1000,635,1000,2894,1,00:00.0,SALARIED,2,NULL,0
36569470,46065,00:00.0,270,1,63,0,3,732959,00:00.0,6636.86,1000,635,1000,2894,1,00:00.0,SALARIED,2,NULL,0
36568884,46160,00:00.0,700,0,63,0,3,514151,00:00.0,7945.94,1000,410,700,1677,1,00:00.0,FARMER,9,NULL,0
36569983,46160,00:00.0,120,1,63,0,3,514151,00:00.0,7945.94,1000,410,700,1677,1,00:00.0,FARMER,9,NULL,0
36567675,46274,00:00.0,3200,0,63,0,3,742488,00:00.0,9200,1000,3200,3200,1616,2,00:00.0,HOUSEWIFE,1,NULL,0
36569132,46290,00:00.0,50,0,63,0,3,348270,00:00.0,14052,1000,50,50,4009,1,00:00.0,FARMER,9,NULL,0
36570510,46417,00:00.0,10,0,63,0,3,734909,00:00.0,670.61,1000,10,10,2762,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36570062,46437,00:00.0,49000,0,63,0,3,741098,00:00.0,1062642.21,1000,49000,49000,2250,2,00:00.0,HOUSEWIFE,1,NULL,0
36570067,46437,00:00.0,49000,0,63,0,3,741098,00:00.0,1062642.21,1000,49000,49000,2250,2,00:00.0,HOUSEWIFE,1,NULL,0
36571142,46582,00:00.0,30,1,63,0,3,748509,00:00.0,1883.81,1000,30,30,1478,1,00:00.0,NULL,9,NULL,0
36569880,46680,00:00.0,50,0,63,0,3,521815,00:00.0,85984.3,1000,50,50,2191,1,00:00.0,NULL,4,NULL,0
36570166,46921,00:00.0,12,1,63,0,3,750051,00:00.0,1012.56,1000,12,12,1316,2,00:00.0,SALARIED,2,NULL,0
36567050,46934,00:00.0,100,1,63,0,3,555494,00:00.0,46849.63,1000,150,200,4704,1,00:00.0,FARMER,9,NULL,0
36567172,46934,00:00.0,200,1,63,0,3,555494,00:00.0,46849.63,1000,150,200,4704,1,00:00.0,FARMER,9,NULL,0
36566599,47210,00:00.0,14,0,63,0,3,751042,00:00.0,17853.68,1000,14,14,1229,2,00:00.0,HOUSEWIFE,1,NULL,0
36569896,47305,00:00.0,1700,0,63,0,3,729287,00:00.0,7071.72,1000,1700,1700,1203,2,00:00.0,HOUSEWIFE,1,NULL,0
36568861,47371,00:00.0,850,1,63,0,3,751404,00:00.0,14554.6,1000,850,850,1194,1,00:00.0,NULL,4,NULL,0
36567912,47537,00:00.0,110,1,63,0,3,752517,00:00.0,1041.53,1000,110,110,1111,2,00:00.0,NULL,2,NULL,0
36571231,47548,00:00.0,185,1,63,0,3,743086,00:00.0,27787.13,1000,185,185,2006,1,00:00.0,NULL,4,NULL,0
36571244,47577,00:00.0,3064,1,63,0,3,231583,00:00.0,13996.56,1000,3064,3064,9178,1,00:00.0,SALARIED,2,NULL,0
36566990,47638,00:00.0,200,1,63,0,3,665674,00:00.0,40397.3,1000,200,200,2252,2,00:00.0,NULL,4,NULL,0
36570025,47746,00:00.0,20,0,63,0,3,724534,00:00.0,1002.32,1000,20,20,3454,1,00:00.0,SALARIED,2,NULL,0
36571230,47746,00:00.0,20,1,63,0,3,724534,00:00.0,1002.32,1000,20,20,3454,1,00:00.0,SALARIED,2,NULL,0
36567818,47803,00:00.0,60,1,63,0,3,743337,00:00.0,5628.76,1000,139,218,1977,1,00:00.0,SALARIED,2,NULL,0
36569196,47803,00:00.0,218,1,63,0,3,743337,00:00.0,5628.76,1000,139,218,1977,1,00:00.0,SALARIED,2,NULL,0
36567658,47824,00:00.0,100,0,63,0,3,326801,00:00.0,7836.62,1000,100,100,7915,2,00:00.0,HOUSEWIFE,1,NULL,0
36566509,48044,00:00.0,450,1,63,0,3,742588,00:00.0,1162,1000,450,450,2058,2,00:00.0,SALARIED,2,NULL,0
36571027,48061,00:00.0,80,0,63,0,3,742899,00:00.0,1080.11,1000,80,80,2023,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36568666,48181,00:00.0,100,1,63,0,3,744177,00:00.0,3885.56,1000,100,100,1904,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36567072,48300,00:00.0,60,1,63,0,3,189648,00:00.0,2284.69,1000,60,60,8163,1,00:00.0,FARMER,9,NULL,0
36567812,48481,00:00.0,2769,1,63,0,3,170724,00:00.0,10840.6,1000,2769,2769,8138,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36570014,48655,00:00.0,68,0,63,0,3,747523,00:00.0,11508.49,1000,534,1000,1575,1,00:00.0,SALARIED,2,NULL,0
36568796,48655,00:00.0,1000,1,63,0,3,747523,00:00.0,11508.49,1000,534,1000,1575,1,00:00.0,SALARIED,2,NULL,0
36568403,48692,00:00.0,57,1,63,0,3,554026,00:00.0,9817.54,1000,58.5,60,1545,1,00:00.0,FARMER,9,NULL,0
36571186,48692,00:00.0,60,1,63,0,3,554026,00:00.0,9817.54,1000,58.5,60,1545,1,00:00.0,FARMER,9,NULL,0
36567739,48994,00:00.0,16,1,63,0,3,744579,00:00.0,23922,1000,16,16,1870,1,00:00.0,FARMER,9,NULL,0
36567230,49067,00:00.0,1000,0,63,0,3,730681,00:00.0,16544.99,1000,1000,1000,3058,1,00:00.0,SALARIED,2,NULL,0
36568976,49165,00:00.0,20,1,63,0,3,750362,00:00.0,4288.7,1000,20,20,1280,2,00:00.0,HOUSEWIFE,1,NULL,0
36571296,49403,00:00.0,1000,1,63,0,3,751469,00:00.0,17743.9,1000,650,1000,1187,1,00:00.0,SALARIED,2,NULL,0
36571298,49403,00:00.0,300,1,63,0,3,751469,00:00.0,17743.9,1000,650,1000,1187,1,00:00.0,SALARIED,2,NULL,0
36569808,49452,00:00.0,2530,1,63,0,3,11553,00:00.0,30198.6,1000,2530,2530,14557,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36569657,49585,00:00.0,320,1,63,0,3,745724,00:00.0,1471.87,1000,120,320,1767,1,00:00.0,FARMER,9,NULL,0
36569670,49585,00:00.0,20,1,63,0,3,745724,00:00.0,1471.87,1000,120,320,1767,1,00:00.0,FARMER,9,NULL,0
36570403,49585,00:00.0,20,1,63,0,3,745724,00:00.0,1471.87,1000,120,320,1767,1,00:00.0,FARMER,9,NULL,0
36569346,49824,00:00.0,37,1,63,0,3,746091,00:00.0,7945.85,1000,22,37,1715,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36569698,49824,00:00.0,19,1,63,0,3,746091,00:00.0,7945.85,1000,22,37,1715,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36569726,49824,00:00.0,10,1,63,0,3,746091,00:00.0,7945.85,1000,22,37,1715,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36570469,50028,00:00.0,300,1,63,0,3,146545,00:00.0,5400.69,1000,300,300,7937,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36567040,50066,00:00.0,70,0,63,0,3,142111,00:00.0,2416.46,1000,58.3333,70,7934,1,00:00.0,SALARIED,2,NULL,0
36569934,50066,00:00.0,45,0,63,0,3,142111,00:00.0,2416.46,1000,58.3333,70,7934,1,00:00.0,SALARIED,2,NULL,0
36570619,50066,00:00.0,60,0,63,0,3,142111,00:00.0,2416.46,1000,58.3333,70,7934,1,00:00.0,SALARIED,2,NULL,0
36570627,50132,00:00.0,20,1,63,0,3,734694,00:00.0,2975.01,1000,20,20,2782,1,00:00.0,NULL,9,NULL,0
36568076,50152,00:00.0,20,0,63,0,3,9301,00:00.0,25405.81,1000,41.3333,84,14494,1,00:00.0,FARMER,9,NULL,0
36569751,50152,00:00.0,84,0,63,0,3,9301,00:00.0,25405.81,1000,41.3333,84,14494,1,00:00.0,FARMER,9,NULL,0
36570361,50152,00:00.0,20,0,63,0,3,9301,00:00.0,25405.81,1000,41.3333,84,14494,1,00:00.0,FARMER,9,NULL,0
36570629,50206,00:00.0,7700,1,63,0,3,746766,00:00.0,22195.53,1000,7700,7700,1653,1,00:00.0,FARMER,9,NULL,0
36569362,50324,00:00.0,70,1,63,0,3,735380,00:00.0,1076.76,1000,70,70,2724,1,00:00.0,SALARIED,2,NULL,0
36566889,50372,00:00.0,90,1,63,0,3,184871,00:00.0,1097.62,1000,69.6666,100,7895,1,00:00.0,OTHER PROFESSIONS,4,NULL,0
36567940,50372,00:00.0,19,1,63,0,3,184871,00:00.0,1097.62,1000,69.6666,100,7895,1,00:00.0,OTHER PROFESSIONS,4,NULL,0
36568430,50372,00:00.0,100,1,63,0,3,184871,00:00.0,1097.62,1000,69.6666,100,7895,1,00:00.0,OTHER PROFESSIONS,4,NULL,0
36568477,50385,00:00.0,200.9,1,63,0,3,746897,00:00.0,5238.02,1000,1600.45,3000,1638,1,00:00.0,NULL,9,NULL,0
36570588,50385,00:00.0,3000,1,63,0,3,746897,00:00.0,5238.02,1000,1600.45,3000,1638,1,00:00.0,NULL,9,NULL,0
36567714,50493,00:00.0,10,0,63,0,3,731254,00:00.0,1556.71,1000,29.1666,75,2675,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36568962,50493,00:00.0,30,0,63,0,3,731254,00:00.0,1556.71,1000,29.1666,75,2675,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36569018,50493,00:00.0,40,0,63,0,3,731254,00:00.0,1556.71,1000,29.1666,75,2675,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36569046,50493,00:00.0,10,0,63,0,3,731254,00:00.0,1556.71,1000,29.1666,75,2675,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36569347,50493,00:00.0,75,0,63,0,3,731254,00:00.0,1556.71,1000,29.1666,75,2675,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36569989,50493,00:00.0,10,0,63,0,3,731254,00:00.0,1556.71,1000,29.1666,75,2675,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36568869,50649,00:00.0,410,1,63,0,3,723216,00:00.0,51571.6,1000,127,410,2607,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36569222,50649,00:00.0,12,1,63,0,3,723216,00:00.0,51571.6,1000,127,410,2607,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36570044,50649,00:00.0,100,1,63,0,3,723216,00:00.0,51571.6,1000,127,410,2607,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36570794,50649,00:00.0,70,1,63,0,3,723216,00:00.0,51571.6,1000,127,410,2607,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36571150,50649,00:00.0,43,1,63,0,3,723216,00:00.0,51571.6,1000,127,410,2607,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36567587,50720,00:00.0,55,1,63,0,3,748045,00:00.0,5819.96,1000,55,55,1525,1,00:00.0,FARMER,9,NULL,0
36567033,50860,00:00.0,63,1,63,0,3,748206,00:00.0,2295.85,1000,63,63,1506,1,00:00.0,STUDENT,1,NULL,0
36570074,51002,00:00.0,180,0,63,0,3,731744,00:00.0,1615.72,1000,670,1130,2533,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36570378,51002,00:00.0,700,0,63,0,3,731744,00:00.0,1615.72,1000,670,1130,2533,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36571233,51002,00:00.0,1130,1,63,0,3,731744,00:00.0,1615.72,1000,670,1130,2533,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36571087,51016,00:00.0,3000,0,63,0,3,189885,00:00.0,1123.25,1000,3000,3000,7762,1,00:00.0,NULL,9,NULL,0
36571103,51016,00:00.0,3000,1,63,0,3,189885,00:00.0,1123.25,1000,3000,3000,7762,1,00:00.0,NULL,9,NULL,0
36567316,51397,00:00.0,485,1,63,0,3,749455,00:00.0,96801.25,1000,485,485,1376,2,00:00.0,NULL,1,NULL,0
36566115,51575,00:00.0,30,1,63,0,3,749889,00:00.0,16965.37,1000,40,50,1335,1,00:00.0,FARMER,9,NULL,0
36567685,51575,00:00.0,50,1,63,0,3,749889,00:00.0,16965.37,1000,40,50,1335,1,00:00.0,FARMER,9,NULL,0
36567876,51593,00:00.0,50,1,63,0,3,739849,00:00.0,35144.65,1000,52.5,80,2357,2,00:00.0,SALARIED,2,NULL,0
36568002,51593,00:00.0,80,1,63,0,3,739849,00:00.0,35144.65,1000,52.5,80,2357,2,00:00.0,SALARIED,2,NULL,0
36568065,51593,00:00.0,45,1,63,0,3,739849,00:00.0,35144.65,1000,52.5,80,2357,2,00:00.0,SALARIED,2,NULL,0
36569860,51593,00:00.0,35,1,63,0,3,739849,00:00.0,35144.65,1000,52.5,80,2357,2,00:00.0,SALARIED,2,NULL,0
36569344,51599,00:00.0,300,1,63,0,3,749907,00:00.0,2968.3,1000,300,300,1331,1,00:00.0,FARMER,9,NULL,0
36568889,51936,00:00.0,500,0,63,0,3,730854,00:00.0,48122.2,1000,298.3333,500,2230,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36568903,51936,00:00.0,200,0,63,0,3,730854,00:00.0,48122.2,1000,298.3333,500,2230,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36567458,51936,00:00.0,195,1,63,0,3,730854,00:00.0,48122.2,1000,298.3333,500,2230,1,00:00.0,BUSINESSMEN / TRADER,4,NULL,0
36566873,52024,00:00.0,60,1,63,0,3,750837,00:00.0,1003.02,1000,780,1500,1245,1,00:00.0,FARMER,9,NULL,0
36568165,52024,00:00.0,1500,1,63,0,3,750837,00:00.0,1003.02,1000,780,1500,1245,1,00:00.0,FARMER,9,NULL,0
36566591,52164,00:00.0,91,1,63,0,3,751221,00:00.0,1026.3,1000,91,91,1215,2,00:00.0,NULL,1,NULL,0
36570723,52202,00:00.0,30,1,63,0,3,751349,00:00.0,2578.9,1000,30,30,1201,1,00:00.0,SALARIED,2,NULL,0
36569192,52216,00:00.0,6800,1,63,0,3,751446,00:00.0,5909.38,1000,6800,6800,1189,1,00:00.0,NULL,2,NULL,0
36569345,52328,00:00.0,50,0,63,0,3,751802,00:00.0,1003.78,1000,50,50,1166,1,00:00.0,FARMER,9,NULL,0
36569582,52328,00:00.0,50,1,63,0,3,751802,00:00.0,1003.78,1000,50,50,1166,1,00:00.0,FARMER,9,NULL,0
36570087,52623,00:00.0,30,1,63,0,3,752385,00:00.0,4186,1000,30,30,1125,1,00:00.0,SALARIED,2,NULL,0
36567620,52662,00:00.0,1800,0,63,0,3,741077,00:00.0,21249.05,1000,5900,10000,1785,1,00:00.0,NULL,4,NULL,0
36568142,52662,00:00.0,10000,0,63,0,3,741077,00:00.0,21249.05,1000,5900,10000,1785,1,00:00.0,NULL,4,NULL,0
36566130,52671,00:00.0,55,1,63,0,3,713266,00:00.0,3395.2,1000,87.5,120,3869,1,00:00.0,NULL,2,NULL,0
36567014,52671,00:00.0,120,1,63,0,3,713266,00:00.0,3395.2,1000,87.5,120,3869,1,00:00.0,NULL,2,NULL,0
36569482,52725,00:00.0,5115,0,63,0,3,752633,00:00.0,20739.52,1000,3028.725,6100,1100,1,00:00.0,NULL,9,NULL,0
36567743,52725,00:00.0,199.9,1,63,0,3,752633,00:00.0,20739.52,1000,3028.725,6100,1100,1,00:00.0,NULL,9,NULL,0
36568399,52725,00:00.0,700,1,63,0,3,752633,00:00.0,20739.52,1000,3028.725,6100,1100,1,00:00.0,NULL,9,NULL,0
36570606,52725,00:00.0,6100,1,63,0,3,752633,00:00.0,20739.52,1000,3028.725,6100,1100,1,00:00.0,NULL,9,NULL,0
36568783,52808,00:00.0,900,0,63,0,3,752933,00:00.0,2697.39,1000,700,900,1076,2,00:00.0,HOUSEWIFE,1,NULL,0
36568843,52808,00:00.0,500,0,63,0,3,752933,00:00.0,2697.39,1000,700,900,1076,2,00:00.0,HOUSEWIFE,1,NULL,0
36567313,52942,00:00.0,402,1,63,0,3,753229,00:00.0,5450.63,1000,402,402,1049,1,00:00.0,SALARIED,2,NULL,0
36566490,52987,00:00.0,150,0,63,0,3,753248,00:00.0,2347.36,1000,203,1000,1048,1,00:00.0,SALARIED,2,NULL,0
36571274,52987,00:00.0,1000,0,63,0,3,753248,00:00.0,2347.36,1000,203,1000,1048,1,00:00.0,SALARIED,2,NULL,0
36568952,52987,00:00.0,19,1,63,0,3,753248,00:00.0,2347.36,1000,203,1000,1048,1,00:00.0,SALARIED,2,NULL,0
36570485,52987,00:00.0,10,1,63,0,3,753248,00:00.0,2347.36,1000,203,1000,1048,1,00:00.0,SALARIED,2,NULL,0
36570650,52987,00:00.0,20,1,63,0,3,753248,00:00.0,2347.36,1000,203,1000,1048,1,00:00.0,SALARIED,2,NULL,0
36570972,52987,00:00.0,19,1,63,0,3,753248,00:00.0,2347.36,1000,203,1000,1048,1,00:00.0,SALARIED,2,NULL,0
36570587,53128,00:00.0,1,0,63,0,3,753653,00:00.0,14524.53,1000,450.5,900,1004,1,00:00.0,SALARIED,2,NULL,0
36570590,53128,00:00.0,900,0,63,0,3,753653,00:00.0,14524.53,1000,450.5,900,1004,1,00:00.0,SALARIED,2,NULL,0
36569361,53187,00:00.0,30,1,63,0,3,753838,00:00.0,2394.15,1000,30,30,991,1,00:00.0,SALARIED,2,NULL,0
36568619,53425,00:00.0,20,1,63,0,3,754641,00:00.0,1477.15,1000,20,20,937,1,00:00.0,SALARIED,2,NULL,0
36567942,53589,00:00.0,30,0,63,0,3,755208,00:00.0,2351.83,1000,290,1020,897,1,00:00.0,NULL,2,NULL,0
36568115,53589,00:00.0,50,0,63,0,3,755208,00:00.0,2351.83,1000,290,1020,897,1,00:00.0,NULL,2,NULL,0
36569733,53589,00:00.0,60,0,63,0,3,755208,00:00.0,2351.83,1000,290,1020,897,1,00:00.0,NULL,2,NULL,0
36570525,53589,00:00.0,1020,0,63,0,3,755208,00:00.0,2351.83,1000,290,1020,897,1,00:00.0,NULL,2,NULL,0
36569045,53735,00:00.0,400,0,63,0,3,139022,00:00.0,5069.08,1000,203,400,7214,1,00:00.0,SALARIED,2,NULL,0
36566563,53735,00:00.0,6,1,63,0,3,139022,00:00.0,5069.08,1000,203,400,7214,1,00:00.0,SALARIED,2,NULL,0
36567661,53773,00:00.0,40,1,63,0,3,137678,00:00.0,37821.28,1000,40,40,7199,1,00:00.0,NULL,4,NULL,0
36567203,53828,00:00.0,100,1,63,0,3,750754,00:00.0,40015.21,1000,100,100,1250,1,00:00.0,SALARIED,2,NULL,0
